"","Time","scenario","summary_stat","incident_symptomatic","cum_symp"
"810",2020-09-26,"C","Median",743.5,185756
"811",2020-09-27,"C","Median",704,186460
"812",2020-09-28,"C","Median",662,187122
"813",2020-09-29,"C","Median",619.5,187741.5
"814",2020-09-30,"C","Median",583.5,188325
"815",2020-10-01,"C","Median",547.5,188872.5
"816",2020-10-02,"C","Median",522,189394.5
"817",2020-10-03,"C","Median",490.5,189885
"818",2020-10-04,"C","Median",449.5,190334.5
"819",2020-10-05,"C","Median",429.5,190764
"820",2020-10-06,"C","Median",404.5,191168.5
"821",2020-10-07,"C","Median",379,191547.5
"822",2020-10-08,"C","Median",351,191898.5
"823",2020-10-09,"C","Median",340,192238.5
"824",2020-10-10,"C","Median",313.5,192552
"825",2020-10-11,"C","Median",294,192846
"826",2020-10-12,"C","Median",276.5,193122.5
"827",2020-10-13,"C","Median",262.5,193385
"828",2020-10-14,"C","Median",248,193633
"829",2020-10-15,"C","Median",230,193863
"830",2020-10-16,"C","Median",212,194075
"831",2020-10-17,"C","Median",201.5,194276.5
"832",2020-10-18,"C","Median",188,194464.5
"833",2020-10-19,"C","Median",180,194644.5
"834",2020-10-20,"C","Median",167,194811.5
"835",2020-10-21,"C","Median",158.5,194970
"836",2020-10-22,"C","Median",148.5,195118.5
"837",2020-10-23,"C","Median",139,195257.5
"838",2020-10-24,"C","Median",133,195390.5
"839",2020-10-25,"C","Median",123.5,195514
"840",2020-10-26,"C","Median",117,195631
"841",2020-10-27,"C","Median",111,195742
"842",2020-10-28,"C","Median",104,195846
"843",2020-10-29,"C","Median",96,195942
"844",2020-10-30,"C","Median",88.5,196030.5
"845",2020-10-31,"C","Median",84.5,196115
"846",2020-11-01,"C","Median",79.5,196194.5
"847",2020-11-02,"C","Median",74.5,196269
"848",2020-11-03,"C","Median",68.5,196337.5
"849",2020-11-04,"C","Median",67,196404.5
"850",2020-11-05,"C","Median",60.5,196465
"851",2020-11-06,"C","Median",57,196522
"852",2020-11-07,"C","Median",54.5,196576.5
"853",2020-11-08,"C","Median",51.5,196628
"854",2020-11-09,"C","Median",49,196677
"855",2020-11-10,"C","Median",44,196721
"856",2020-11-11,"C","Median",43,196764
"857",2020-11-12,"C","Median",41,196805
"858",2020-11-13,"C","Median",38,196843
"859",2020-11-14,"C","Median",35,196878
"860",2020-11-15,"C","Median",34,196912
"861",2020-11-16,"C","Median",32,196944
"862",2020-11-17,"C","Median",28.5,196972.5
"863",2020-11-18,"C","Median",27,196999.5
"864",2020-11-19,"C","Median",26,197025.5
"865",2020-11-20,"C","Median",24,197049.5
"866",2020-11-21,"C","Median",22,197071.5
"867",2020-11-22,"C","Median",22,197093.5
"868",2020-11-23,"C","Median",19,197112.5
"869",2020-11-24,"C","Median",18,197130.5
"870",2020-11-25,"C","Median",16,197146.5
"871",2020-11-26,"C","Median",16,197162.5
"872",2020-11-27,"C","Median",15,197177.5
"873",2020-11-28,"C","Median",14,197191.5
"874",2020-11-29,"C","Median",12,197203.5
"875",2020-11-30,"C","Median",12,197215.5
"876",2020-12-01,"C","Median",12,197227.5
"877",2020-12-02,"C","Median",12,197239.5
"878",2020-12-03,"C","Median",11,197250.5
"879",2020-12-04,"C","Median",10,197260.5
"880",2020-12-05,"C","Median",10,197270.5
"881",2020-12-06,"C","Median",9,197279.5
"882",2020-12-07,"C","Median",8,197287.5
"883",2020-12-08,"C","Median",8,197295.5
"884",2020-12-09,"C","Median",8,197303.5
"885",2020-12-10,"C","Median",8,197311.5
"886",2020-12-11,"C","Median",7.5,197319
"887",2020-12-12,"C","Median",6,197325
"888",2020-12-13,"C","Median",6,197331
"889",2020-12-14,"C","Median",6,197337
"890",2020-12-15,"C","Median",5,197342
"891",2020-12-16,"C","Median",5,197347
"892",2020-12-17,"C","Median",5,197352
"893",2020-12-18,"C","Median",4,197356
"894",2020-12-19,"C","Median",4,197360
"895",2020-12-20,"C","Median",3.5,197363.5
"896",2020-12-21,"C","Median",3,197366.5
"897",2020-12-22,"C","Median",3,197369.5
"898",2020-12-23,"C","Median",3,197372.5
"899",2020-12-24,"C","Median",3,197375.5
"900",2020-12-25,"C","Median",NA,NA
"901",2020-03-01,"D","Median",0,0
"902",2020-03-02,"D","Median",0,0
"903",2020-03-03,"D","Median",1,1
"904",2020-03-04,"D","Median",1,2
"905",2020-03-05,"D","Median",1,3
"906",2020-03-06,"D","Median",1,4
"907",2020-03-07,"D","Median",1,5
"908",2020-03-08,"D","Median",1.5,6.5
"909",2020-03-09,"D","Median",3,9.5
"910",2020-03-10,"D","Median",6,15.5
"911",2020-03-11,"D","Median",6,21.5
"912",2020-03-12,"D","Median",6,27.5
"913",2020-03-13,"D","Median",6,33.5
"914",2020-03-14,"D","Median",6,39.5
"915",2020-03-15,"D","Median",6,45.5
"916",2020-03-16,"D","Median",6,51.5
"917",2020-03-17,"D","Median",6,57.5
"918",2020-03-18,"D","Median",6,63.5
"919",2020-03-19,"D","Median",6,69.5
"920",2020-03-20,"D","Median",6,75.5
"921",2020-03-21,"D","Median",6,81.5
"922",2020-03-22,"D","Median",6,87.5
"923",2020-03-23,"D","Median",6,93.5
"924",2020-03-24,"D","Median",6,99.5
"925",2020-03-25,"D","Median",6,105.5
"926",2020-03-26,"D","Median",6,111.5
"927",2020-03-27,"D","Median",6,117.5
"928",2020-03-28,"D","Median",7,124.5
"929",2020-03-29,"D","Median",7,131.5
"930",2020-03-30,"D","Median",8,139.5
"931",2020-03-31,"D","Median",8,147.5
"932",2020-04-01,"D","Median",8,155.5
"933",2020-04-02,"D","Median",8,163.5
"934",2020-04-03,"D","Median",8,171.5
"935",2020-04-04,"D","Median",8,179.5
"936",2020-04-05,"D","Median",8,187.5
"937",2020-04-06,"D","Median",8,195.5
"938",2020-04-07,"D","Median",8,203.5
"939",2020-04-08,"D","Median",8,211.5
"940",2020-04-09,"D","Median",8,219.5
"941",2020-04-10,"D","Median",8,227.5
"942",2020-04-11,"D","Median",8,235.5
"943",2020-04-12,"D","Median",8,243.5
"944",2020-04-13,"D","Median",8,251.5
"945",2020-04-14,"D","Median",8,259.5
"946",2020-04-15,"D","Median",8,267.5
"947",2020-04-16,"D","Median",9,276.5
"948",2020-04-17,"D","Median",9,285.5
"949",2020-04-18,"D","Median",9,294.5
"950",2020-04-19,"D","Median",9,303.5
"951",2020-04-20,"D","Median",9,312.5
"952",2020-04-21,"D","Median",9,321.5
"953",2020-04-22,"D","Median",10,331.5
"954",2020-04-23,"D","Median",9,340.5
"955",2020-04-24,"D","Median",10,350.5
"956",2020-04-25,"D","Median",10,360.5
"957",2020-04-26,"D","Median",10,370.5
"958",2020-04-27,"D","Median",13,383.5
"959",2020-04-28,"D","Median",15,398.5
"960",2020-04-29,"D","Median",17,415.5
"961",2020-04-30,"D","Median",18,433.5
"962",2020-05-01,"D","Median",20,453.5
"963",2020-05-02,"D","Median",22,475.5
"964",2020-05-03,"D","Median",26,501.5
"965",2020-05-04,"D","Median",28,529.5
"966",2020-05-05,"D","Median",30,559.5
"967",2020-05-06,"D","Median",33,592.5
"968",2020-05-07,"D","Median",36,628.5
"969",2020-05-08,"D","Median",40,668.5
"970",2020-05-09,"D","Median",44,712.5
"971",2020-05-10,"D","Median",49,761.5
"972",2020-05-11,"D","Median",52,813.5
"973",2020-05-12,"D","Median",57,870.5
"974",2020-05-13,"D","Median",61,931.5
"975",2020-05-14,"D","Median",70,1001.5
"976",2020-05-15,"D","Median",73.5,1075
"977",2020-05-16,"D","Median",81,1156
"978",2020-05-17,"D","Median",89,1245
"979",2020-05-18,"D","Median",99,1344
"980",2020-05-19,"D","Median",107.5,1451.5
"981",2020-05-20,"D","Median",119.5,1571
"982",2020-05-21,"D","Median",130,1701
"983",2020-05-22,"D","Median",140.5,1841.5
"984",2020-05-23,"D","Median",155.5,1997
"985",2020-05-24,"D","Median",167,2164
"986",2020-05-25,"D","Median",183.5,2347.5
"987",2020-05-26,"D","Median",200,2547.5
"988",2020-05-27,"D","Median",216,2763.5
"989",2020-05-28,"D","Median",239,3002.5
"990",2020-05-29,"D","Median",266,3268.5
"991",2020-05-30,"D","Median",289,3557.5
"992",2020-05-31,"D","Median",309,3866.5
"993",2020-06-01,"D","Median",335,4201.5
"994",2020-06-02,"D","Median",371,4572.5
"995",2020-06-03,"D","Median",398,4970.5
"996",2020-06-04,"D","Median",440.5,5411
"997",2020-06-05,"D","Median",475.5,5886.5
"998",2020-06-06,"D","Median",514,6400.5
"999",2020-06-07,"D","Median",557,6957.5
"1000",2020-06-08,"D","Median",610,7567.5
"1001",2020-06-09,"D","Median",653.5,8221
"1002",2020-06-10,"D","Median",716,8937
"1003",2020-06-11,"D","Median",769,9706
"1004",2020-06-12,"D","Median",835,10541
"1005",2020-06-13,"D","Median",904,11445
"1006",2020-06-14,"D","Median",969.5,12414.5
"1007",2020-06-15,"D","Median",1053,13467.5
"1008",2020-06-16,"D","Median",1127.5,14595
"1009",2020-06-17,"D","Median",1222,15817
"1010",2020-06-18,"D","Median",1324,17141
"1011",2020-06-19,"D","Median",1418,18559
"1012",2020-06-20,"D","Median",1514,20073
"1013",2020-06-21,"D","Median",1625,21698
"1014",2020-06-22,"D","Median",1716.5,23414.5
"1015",2020-06-23,"D","Median",1848,25262.5
"1016",2020-06-24,"D","Median",1970.5,27233
"1017",2020-06-25,"D","Median",2095.5,29328.5
"1018",2020-06-26,"D","Median",2221,31549.5
"1019",2020-06-27,"D","Median",2348,33897.5
"1020",2020-06-28,"D","Median",2483.5,36381
"1021",2020-06-29,"D","Median",2611,38992
"1022",2020-06-30,"D","Median",2725.5,41717.5
"1023",2020-07-01,"D","Median",2838.5,44556
"1024",2020-07-02,"D","Median",2948.5,47504.5
"1025",2020-07-03,"D","Median",3069,50573.5
"1026",2020-07-04,"D","Median",3180,53753.5
"1027",2020-07-05,"D","Median",3255,57008.5
"1028",2020-07-06,"D","Median",3349.5,60358
"1029",2020-07-07,"D","Median",3419,63777
"1030",2020-07-08,"D","Median",3452.5,67229.5
"1031",2020-07-09,"D","Median",3495,70724.5
"1032",2020-07-10,"D","Median",3529.5,74254
"1033",2020-07-11,"D","Median",3517.5,77771.5
"1034",2020-07-12,"D","Median",3520.5,81292
"1035",2020-07-13,"D","Median",3513,84805
"1036",2020-07-14,"D","Median",3486.5,88291.5
"1037",2020-07-15,"D","Median",3435,91726.5
"1038",2020-07-16,"D","Median",3406.5,95133
"1039",2020-07-17,"D","Median",3355,98488
"1040",2020-07-18,"D","Median",3316,101804
"1041",2020-07-19,"D","Median",3285,105089
"1042",2020-07-20,"D","Median",3225.5,108314.5
"1043",2020-07-21,"D","Median",3178.5,111493
"1044",2020-07-22,"D","Median",3132,114625
"1045",2020-07-23,"D","Median",3070.5,117695.5
"1046",2020-07-24,"D","Median",3017,120712.5
"1047",2020-07-25,"D","Median",2985,123697.5
"1048",2020-07-26,"D","Median",2941.5,126639
"1049",2020-07-27,"D","Median",2888.5,129527.5
"1050",2020-07-28,"D","Median",2840,132367.5
"1051",2020-07-29,"D","Median",2782.5,135150
"1052",2020-07-30,"D","Median",2708.5,137858.5
"1053",2020-07-31,"D","Median",2664,140522.5
"1054",2020-08-01,"D","Median",2594.5,143117
"1055",2020-08-02,"D","Median",2537,145654
"1056",2020-08-03,"D","Median",2469.5,148123.5
"1057",2020-08-04,"D","Median",2412,150535.5
"1058",2020-08-05,"D","Median",2369,152904.5
"1059",2020-08-06,"D","Median",2300,155204.5
"1060",2020-08-07,"D","Median",2229.5,157434
"1061",2020-08-08,"D","Median",2159.5,159593.5
"1062",2020-08-09,"D","Median",2103,161696.5
"1063",2020-08-10,"D","Median",2035,163731.5
"1064",2020-08-11,"D","Median",1963.5,165695
"1065",2020-08-12,"D","Median",1920.5,167615.5
"1066",2020-08-13,"D","Median",1824,169439.5
"1067",2020-08-14,"D","Median",1757.5,171197
"1068",2020-08-15,"D","Median",1686.5,172883.5
"1069",2020-08-16,"D","Median",1591,174474.5
"1070",2020-08-17,"D","Median",1525.5,176000
"1071",2020-08-18,"D","Median",1456.5,177456.5
"1072",2020-08-19,"D","Median",1377.5,178834
"1073",2020-08-20,"D","Median",1309,180143
"1074",2020-08-21,"D","Median",1232.5,181375.5
"1075",2020-08-22,"D","Median",1169,182544.5
"1076",2020-08-23,"D","Median",1103.5,183648
"1077",2020-08-24,"D","Median",1036.5,184684.5
"1078",2020-08-25,"D","Median",972,185656.5
"1079",2020-08-26,"D","Median",919.5,186576
"1080",2020-08-27,"D","Median",861,187437
"1081",2020-08-28,"D","Median",815.5,188252.5
"1082",2020-08-29,"D","Median",766,189018.5
"1083",2020-08-30,"D","Median",723.5,189742
"1084",2020-08-31,"D","Median",681,190423
"1085",2020-09-01,"D","Median",635,191058
"1086",2020-09-02,"D","Median",602,191660
"1087",2020-09-03,"D","Median",560.5,192220.5
"1088",2020-09-04,"D","Median",528.5,192749
"1089",2020-09-05,"D","Median",496,193245
"1090",2020-09-06,"D","Median",462,193707
"1091",2020-09-07,"D","Median",436.5,194143.5
"1092",2020-09-08,"D","Median",415,194558.5
"1093",2020-09-09,"D","Median",382.5,194941
"1094",2020-09-10,"D","Median",362.5,195303.5
"1095",2020-09-11,"D","Median",338.5,195642
"1096",2020-09-12,"D","Median",320,195962
"1097",2020-09-13,"D","Median",293.5,196255.5
"1098",2020-09-14,"D","Median",279,196534.5
"1099",2020-09-15,"D","Median",267,196801.5
"1100",2020-09-16,"D","Median",251.5,197053
"1101",2020-09-17,"D","Median",230,197283
"1102",2020-09-18,"D","Median",217.5,197500.5
"1103",2020-09-19,"D","Median",207.5,197708
"1104",2020-09-20,"D","Median",192.5,197900.5
"1105",2020-09-21,"D","Median",184.5,198085
"1106",2020-09-22,"D","Median",170.5,198255.5
"1107",2020-09-23,"D","Median",161,198416.5
"1108",2020-09-24,"D","Median",152,198568.5
"1109",2020-09-25,"D","Median",139.5,198708
"1110",2020-09-26,"D","Median",131,198839
"1111",2020-09-27,"D","Median",124,198963
"1112",2020-09-28,"D","Median",116,199079
"1113",2020-09-29,"D","Median",109.5,199188.5
"1114",2020-09-30,"D","Median",104,199292.5
"1115",2020-10-01,"D","Median",94,199386.5
"1116",2020-10-02,"D","Median",92,199478.5
"1117",2020-10-03,"D","Median",82,199560.5
"1118",2020-10-04,"D","Median",77.5,199638
"1119",2020-10-05,"D","Median",75,199713
"1120",2020-10-06,"D","Median",69.5,199782.5
"1121",2020-10-07,"D","Median",64,199846.5
"1122",2020-10-08,"D","Median",63,199909.5
"1123",2020-10-09,"D","Median",56.5,199966
"1124",2020-10-10,"D","Median",54,200020
"1125",2020-10-11,"D","Median",52.5,200072.5
"1126",2020-10-12,"D","Median",49,200121.5
"1127",2020-10-13,"D","Median",45.5,200167
"1128",2020-10-14,"D","Median",40.5,200207.5
"1129",2020-10-15,"D","Median",40,200247.5
"1130",2020-10-16,"D","Median",37,200284.5
"1131",2020-10-17,"D","Median",34,200318.5
"1132",2020-10-18,"D","Median",33,200351.5
"1133",2020-10-19,"D","Median",30.5,200382
"1134",2020-10-20,"D","Median",28,200410
"1135",2020-10-21,"D","Median",28,200438
"1136",2020-10-22,"D","Median",26,200464
"1137",2020-10-23,"D","Median",24,200488
"1138",2020-10-24,"D","Median",22,200510
"1139",2020-10-25,"D","Median",21,200531
"1140",2020-10-26,"D","Median",19,200550
"1141",2020-10-27,"D","Median",17,200567
"1142",2020-10-28,"D","Median",16,200583
"1143",2020-10-29,"D","Median",15,200598
"1144",2020-10-30,"D","Median",14,200612
"1145",2020-10-31,"D","Median",14,200626
"1146",2020-11-01,"D","Median",12,200638
"1147",2020-11-02,"D","Median",12,200650
"1148",2020-11-03,"D","Median",12,200662
"1149",2020-11-04,"D","Median",10,200672
"1150",2020-11-05,"D","Median",10,200682
"1151",2020-11-06,"D","Median",10,200692
"1152",2020-11-07,"D","Median",9,200701
"1153",2020-11-08,"D","Median",9,200710
"1154",2020-11-09,"D","Median",8,200718
"1155",2020-11-10,"D","Median",8,200726
"1156",2020-11-11,"D","Median",8,200734
"1157",2020-11-12,"D","Median",8,200742
"1158",2020-11-13,"D","Median",7,200749
"1159",2020-11-14,"D","Median",6,200755
"1160",2020-11-15,"D","Median",6,200761
"1161",2020-11-16,"D","Median",5,200766
"1162",2020-11-17,"D","Median",6,200772
"1163",2020-11-18,"D","Median",5,200777
"1164",2020-11-19,"D","Median",5,200782
"1165",2020-11-20,"D","Median",4,200786
"1166",2020-11-21,"D","Median",3,200789
"1167",2020-11-22,"D","Median",3,200792
"1168",2020-11-23,"D","Median",3,200795
"1169",2020-11-24,"D","Median",3,200798
"1170",2020-11-25,"D","Median",3,200801
"1171",2020-11-26,"D","Median",3,200804
"1172",2020-11-27,"D","Median",3,200807
"1173",2020-11-28,"D","Median",3,200810
"1174",2020-11-29,"D","Median",3,200813
"1175",2020-11-30,"D","Median",3,200816
"1176",2020-12-01,"D","Median",2,200818
"1177",2020-12-02,"D","Median",2,200820
"1178",2020-12-03,"D","Median",1,200821
"1179",2020-12-04,"D","Median",1,200822
"1180",2020-12-05,"D","Median",1,200823
"1181",2020-12-06,"D","Median",1,200824
"1182",2020-12-07,"D","Median",0,200824
"1183",2020-12-08,"D","Median",1,200825
"1184",2020-12-09,"D","Median",0,200825
"1185",2020-12-10,"D","Median",0,200825
"1186",2020-12-11,"D","Median",0,200825
"1187",2020-12-12,"D","Median",0,200825
"1188",2020-12-13,"D","Median",0,200825
"1189",2020-12-14,"D","Median",0,200825
"1190",2020-12-15,"D","Median",0,200825
"1191",2020-12-16,"D","Median",0,200825
"1192",2020-12-17,"D","Median",0,200825
"1193",2020-12-18,"D","Median",0,200825
"1194",2020-12-19,"D","Median",0,200825
"1195",2020-12-20,"D","Median",0,200825
"1196",2020-12-21,"D","Median",0,200825
"1197",2020-12-22,"D","Median",0,200825
"1198",2020-12-23,"D","Median",0,200825
"1199",2020-12-24,"D","Median",0,200825
"1200",2020-12-25,"D","Median",NA,NA
